0.943750, -0.187500, 2.575281 
0.435132, 0.082041, 0.575625 
0.413200, 0.108866, 0.034650 
0.401885, 0.124333, 0.019164 
0.395909, 0.133627, 0.011050 
0.392843, 0.139407, 0.006542 
0.391431, 0.143136, 0.003988 
0.390979, 0.145657, 0.002561 
0.391093, 0.147459, 0.001806 
0.391540, 0.148832, 0.001445 
0.392186, 0.149950, 0.001291 
0.392949, 0.150915, 0.001230 
0.393780, 0.151789, 0.001206 
0.394651, 0.152607, 0.001195 
0.395544, 0.153393, 0.001190 
0.396450, 0.154158, 0.001186 
0.397361, 0.154912, 0.001183 
0.398275, 0.155658, 0.001180 
0.399189, 0.156399, 0.001177 
0.400101, 0.157137, 0.001174 
0.401012, 0.157873, 0.001171 
0.401921, 0.158608, 0.001168 
0.402827, 0.159341, 0.001165 
0.403730, 0.160073, 0.001163 
0.404630, 0.160804, 0.001160 
0.405527, 0.161534, 0.001157 
0.406422, 0.162264, 0.001154 
0.407313, 0.162993, 0.001152 
0.408202, 0.163721, 0.001149 
0.409088, 0.164448, 0.001146 
0.409971, 0.165174, 0.001143 
0.410851, 0.165900, 0.001141 
0.411729, 0.166624, 0.001138 
0.412603, 0.167348, 0.001135 
0.413475, 0.168072, 0.001133 
0.414344, 0.168794, 0.001130 
0.415210, 0.169516, 0.001127 
0.416073, 0.170237, 0.001125 
0.416934, 0.170957, 0.001122 
0.417792, 0.171676, 0.001120 
0.418647, 0.172394, 0.001117 
0.419499, 0.173112, 0.001114 
0.420349, 0.173829, 0.001112 
0.421196, 0.174545, 0.001109 
0.422041, 0.175260, 0.001107 
0.422882, 0.175975, 0.001104 
0.423722, 0.176688, 0.001102 
0.424558, 0.177401, 0.001099 
0.425392, 0.178113, 0.001097 
0.426224, 0.178825, 0.001094 
0.427052, 0.179535, 0.001092 
0.427879, 0.180245, 0.001089 
0.428702, 0.180954, 0.001087 
0.429524, 0.181662, 0.001084 
0.430342, 0.182369, 0.001082 
0.431158, 0.183075, 0.001079 
0.431972, 0.183781, 0.001077 
0.432783, 0.184486, 0.001075 
0.433592, 0.185189, 0.001072 
0.434398, 0.185893, 0.001070 
0.435202, 0.186595, 0.001067 
0.436004, 0.187296, 0.001065 
0.436803, 0.187997, 0.001063 
0.437599, 0.188697, 0.001060 
0.438393, 0.189396, 0.001058 
0.439185, 0.190094, 0.001056 
0.439975, 0.190792, 0.001053 
0.440762, 0.191488, 0.001051 
0.441547, 0.192184, 0.001049 
0.442329, 0.192879, 0.001046 
0.443109, 0.193573, 0.001044 
0.443887, 0.194266, 0.001042 
0.444663, 0.194958, 0.001040 
0.445436, 0.195650, 0.001037 
0.446207, 0.196341, 0.001035 
0.446976, 0.197031, 0.001033 
0.447742, 0.197720, 0.001031 
0.448507, 0.198408, 0.001029 
0.449269, 0.199096, 0.001026 
0.450028, 0.199782, 0.001024 
0.450786, 0.200468, 0.001022 
0.451542, 0.201153, 0.001020 
0.452295, 0.201837, 0.001018 
0.453046, 0.202521, 0.001015 
0.453795, 0.203203, 0.001013 
0.454542, 0.203885, 0.001011 
0.455286, 0.204566, 0.001009 
0.456029, 0.205246, 0.001007 
0.456769, 0.205925, 0.001005 
0.457508, 0.206603, 0.001003 
0.458244, 0.207281, 0.001001 
0.458978, 0.207958, 0.000998 
0.459710, 0.208633, 0.000996 
0.460440, 0.209308, 0.000994 
0.461168, 0.209983, 0.000992 
0.461894, 0.210656, 0.000990 
0.462618, 0.211329, 0.000988 
0.463340, 0.212000, 0.000986 
0.464060, 0.212671, 0.000984 
0.464778, 0.213342, 0.000982 
0.465494, 0.214011, 0.000980 
0.466208, 0.214679, 0.000978 
0.466920, 0.215347, 0.000976 
0.467630, 0.216014, 0.000974 
0.468338, 0.216680, 0.000972 
0.469044, 0.217345, 0.000970 
0.469748, 0.218009, 0.000968 
0.470450, 0.218673, 0.000966 
0.471151, 0.219335, 0.000964 
0.471849, 0.219997, 0.000962 
0.472546, 0.220658, 0.000960 
0.473240, 0.221319, 0.000958 
0.473933, 0.221978, 0.000956 
0.474624, 0.222637, 0.000955 
0.475313, 0.223295, 0.000953 
0.476000, 0.223952, 0.000951 
0.476686, 0.224608, 0.000949 
0.477369, 0.225263, 0.000947 
0.478051, 0.225918, 0.000945 
0.478731, 0.226571, 0.000943 
0.479409, 0.227224, 0.000941 
0.480085, 0.227876, 0.000939 
0.480759, 0.228528, 0.000938 
0.481432, 0.229178, 0.000936 
0.482103, 0.229828, 0.000934 
0.482772, 0.230477, 0.000932 
0.483439, 0.231125, 0.000930 
0.484105, 0.231772, 0.000928 
0.484769, 0.232418, 0.000927 
0.485431, 0.233064, 0.000925 
0.486091, 0.233709, 0.000923 
0.486750, 0.234353, 0.000921 
0.487407, 0.234996, 0.000919 
0.488062, 0.235638, 0.000918 
0.488716, 0.236280, 0.000916 
0.489368, 0.236921, 0.000914 
0.490018, 0.237561, 0.000912 
0.490666, 0.238200, 0.000911 
0.491313, 0.238838, 0.000909 
0.491958, 0.239476, 0.000907 
0.492602, 0.240113, 0.000905 
0.493244, 0.240749, 0.000904 
0.493884, 0.241384, 0.000902 
0.494523, 0.242018, 0.000900 
0.495160, 0.242652, 0.000898 
0.495795, 0.243285, 0.000897 
0.496429, 0.243917, 0.000895 
0.497061, 0.244548, 0.000893 
0.497692, 0.245178, 0.000892 
0.498321, 0.245808, 0.000890 
0.498948, 0.246437, 0.000888 
0.499574, 0.247065, 0.000887 
0.500198, 0.247692, 0.000885 
0.500821, 0.248319, 0.000883 
0.501442, 0.248945, 0.000882 
0.502062, 0.249570, 0.000880 
0.502680, 0.250194, 0.000878 
